context,winner_index,winner,votedFor,userDetails.country,userDetails.language,userDetails.userScore,userDetails.age,userDetails.gender,userDetails.occupation,model1,model2,winner_model,voted_for_model,continent
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,TR,tr,0.4201,0-17,Female,Other Employment,4o,halfmoon,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DE,de,0.4309,50-64,Female,None of these,4o,stablediffusion,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,IN,en,0.4129,18-29,Male,Education,4o,stablediffusion,4o,4o,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,stablediffusion_baseball.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,stablediffusion,4o,stablediffusion,Oceania
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,MZ,pt,0.5982,50-64,Other,Creative & Media,4o,stablediffusion,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,halfmoon_baseball.jpg,TZ,ar,0.6335,18-29,Male,Unknown,dalle3,halfmoon,dalle3,halfmoon,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,RU,ru,0.6807,50-64,Male,Technology,dalle3,halfmoon,dalle3,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,AZ,az,0.1065,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.2963,18-29,Male,Healthcare,dalle3,halfmoon,dalle3,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,IN,en,0.3,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,IN,en,0.001,0-17,Other,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,stablediffusion_baseball.jpg,VN,vi,0.0541,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,MY,zh,0.6552,18-29,Male,Other Employment,dalle3,stablediffusion,dalle3,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,stablediffusion_baseball.jpg,IN,en,0.1712,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,dalle3_baseball.jpg,dalle3_baseball.jpg,BR,pt,0.4375,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,South America
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,stablediffusion_baseball.jpg,IN,en,0.3574,18-29,Other,Skilled Manual Trades,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.5679,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,stablediffusion_baseball.jpg,IN,en,0.0926,18-29,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.272,40-49,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,halfmoon_baseball.jpg,halfmoon_baseball.jpg,ID,id,0.4469,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.6172,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.4364,18-29,Male,Education,4o,dalle3,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,dalle3_banana.jpg,ET,en,0.3571,40-49,Male,Student,4o,dalle3,4o,dalle3,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,EG,en,0.3114,65+,Other,Unemployed or Student,4o,dalle3,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,EG,ar,0.2618,65+,Other,None of these,4o,dalle3,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,dalle3_banana.jpg,IN,en,0.6603,65+,Other,Other Employment,4o,dalle3,4o,dalle3,Asia
A black colored banana.,1,halfmoon_banana.jpg,4o_banana.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,halfmoon,halfmoon,4o,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,en,0.6452,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.6603,65+,Other,Other Employment,4o,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,ar,0.2371,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IT,it,0.3583,30-39,Male,Healthcare,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,stablediffusion_banana.jpg,IN,en,0.0005,30-39,Female,Unknown,4o,stablediffusion,4o,stablediffusion,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,TR,tr,0.2684,40-49,Male,Healthcare,4o,stablediffusion,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,DZ,en,0.6703,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,stablediffusion_banana.jpg,EG,ar,0.4557,30-39,Female,Technology,4o,stablediffusion,4o,stablediffusion,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.0005,30-39,Female,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,PL,pl,0.1287,40-49,Other,Skilled Manual Trades,dalle3,halfmoon,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,EG,en,0.2052,18-29,Female,Education,dalle3,halfmoon,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,halfmoon_banana.jpg,RS,hr,0.4042,18-29,Female,Healthcare,dalle3,halfmoon,dalle3,halfmoon,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,BO,es,0.336,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,South America
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,MY,en,0.5677,Unknown,Male,Unknown,dalle3,halfmoon,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,stablediffusion_banana.jpg,UA,ru,0.2214,0-17,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Europe
A black colored banana.,0,dalle3_banana.jpg,stablediffusion_banana.jpg,TR,tr,0.3921,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,dalle3,stablediffusion,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,unknown,EN,0.3,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Unknown
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DZ,en,0.6477,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Africa
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,ES,es,0.6997,18-29,Female,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,RU,ru,0.6593,65+,Other,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,DZ,en,0.6654,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,IN,en,0.3982,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,DE,de,0.5595,0-17,Male,Other Employment,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
